MongoDB shell version: 3.2.19
connecting to: 35.165.232.18:38018/myPat-v2Cms-Staging
quesId,QuesStatus,testId,testName,testStatus
Q-4033,PUBLISHED,T-418,Full Test -4 Paper 2,PUBLISHED
Q-4360,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4305,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4303,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4319,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4302,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4321,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4320,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4328,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4304,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4345,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4348,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4339,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4325,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4324,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4323,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4380,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4307,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4342,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4322,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4299,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4344,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4367,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4347,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4362,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4383,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4386,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4363,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4401,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4425,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4443,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4365,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4423,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4424,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4399,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4384,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4403,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4343,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4444,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4442,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4400,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4441,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4379,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4406,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4402,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4500,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4359,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4387,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4346,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4388,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4364,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4382,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4480,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4340,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4301,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4407,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4422,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4381,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4341,PUBLISHED,T-425,Full Test -6 Paper-1,PUBLISHED
Q-4426,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4404,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4462,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4477,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4385,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4473,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4405,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4366,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4498,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4503,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4475,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4361,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4368,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4408,PUBLISHED,T-263,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-4461,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4458,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4440,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4479,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4526,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4476,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4481,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4484,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4478,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4483,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4504,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4460,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4482,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4474,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4499,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4523,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4505,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4530,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4549,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4528,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4522,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4506,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4507,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4521,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4525,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4501,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4531,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4598,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4519,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4502,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4520,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4565,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4485,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4584,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4459,PUBLISHED,T-420,Full Test -5 Paper 1,PUBLISHED
Q-4529,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4547,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4566,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4582,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4524,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4508,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4496,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4545,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4497,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4527,PUBLISHED,T-421,Full Test -5 Paper 2,PUBLISHED
Q-4602,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4600,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4603,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4601,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4631,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4596,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4623,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4626,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4563,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4607,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4649,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4669,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4650,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4646,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4583,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4668,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4627,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4619,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4546,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4548,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4622,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4652,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4648,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4629,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4585,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4621,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4689,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4645,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4620,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4654,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4599,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4581,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4606,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4604,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4605,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4597,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4628,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4608,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4567,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4624,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4564,PUBLISHED,T-429,Full Test -7 Paper-1,PUBLISHED
Q-4625,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4630,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4647,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4688,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4719,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4720,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4707,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4741,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4721,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4653,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4670,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4742,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4743,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4722,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4651,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4642,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4744,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4704,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4643,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4672,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4687,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4726,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4753,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4725,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4770,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4752,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4774,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4749,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4827,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4730,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4791,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4731,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4750,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4772,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4793,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4723,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4748,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4769,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4773,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4746,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4768,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4745,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4829,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4728,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4775,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4671,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4754,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4644,PUBLISHED,T-430,Full Test -7 Paper-2,PUBLISHED
Q-4727,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4729,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4724,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4767,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4771,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4765,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4809,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4708,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4792,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4810,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4812,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4842,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4849,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4843,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4831,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4777,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4845,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4794,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4776,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4844,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4811,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4795,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4766,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4813,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4828,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4865,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4830,PUBLISHED,T-437,Full Test -9 Paper-1,PUBLISHED
Q-4874,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4850,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4869,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4895,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4690,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4847,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4852,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4897,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4898,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4851,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4705,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4848,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4889,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4873,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4872,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4866,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4846,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4876,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4871,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4900,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4853,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4891,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4870,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4888,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4868,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4867,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4877,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4892,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4899,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4893,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4896,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4890,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4854,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4875,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4894,PUBLISHED,T-438,T-438-DRAFT,Full Test -9 Paper-2,Full Test -9 Paper-2,PUBLISHED,DRAFT
Q-4747,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4751,PUBLISHED,T-434,T-434-DRAFT,Full Test -8 Paper-2,Full Test -8 Paper-2,PUBLISHED,DRAFT
Q-4686,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-4706,PUBLISHED,T-435,Full Test -8 Paper-1,PUBLISHED
Q-8684,PUBLISHED,T-809,BITSAT-CT-CHEM-Hybridization,PUBLISHED
Q-10049,PUBLISHED,T-1445,BITSAT-CT-LR-Figure Completion,PUBLISHED
Q-10847,PUBLISHED,T-877,BITSAT-CT-MATH-Solution of Triangle-II,PUBLISHED
